certeza_disc_clas_1,certeza_disc_clas_2,certeza_disc_clas_3,certeza_ofens_clas_1,certeza_ofens_clas_2,certeza_ofens_clas_3,comment,date,disc_clas_1,disc_clas_2,disc_clas_3,id_autor_1,id_autor_2,id_autor_3,keyword,ofens_clas_1,ofens_clas_2,ofens_clas_3,source,odio
-1.0,-1.0,-1.0,5.0,4.0,5.0,Achei ele grosso,2020-08-26T20:39:29Z,0.0,0.0,0.0,-MbrWRtfspyzyNTLshda,-MbxfdJmWTbJKxLOBark,-MbxtbEsECKdYCPiwuzL,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Bruno, sou seu fã... parabéns
Assisti a uma live sua mais antiga e vc estava fazendo a Live com uma outra pessoa que não sei o nome...achei que ficou muito bom...te aconselho a repetir lives com outras pessoas como participantes!!! Pra melhoras mais ainda... abraço irmão tmj",2020-12-29T21:09:47Z,0.0,0.0,0.0,-MbnV1_8gzyVJB32KeYT,-MbqDK1gWC5iKHa3elhJ,-MbxRA_6fqN4xWKC-Wj7,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,5.0,4.0,5.0,4.0,"Sou mulher, e sou contra esse feminismo destruidor! 😡",2019-09-10T23:17:06Z,0.0,0.0,1.0,-MbrjBvRQsrGBnjBV0el,-Mbvm18G4UoNUkIp6Lss,-MbxCreFQEX-bL0_4PV2,todo_dia_podcast_mgtow,0.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,3.0,Áudio tá bom!,2021-01-04T00:33:13Z,0.0,0.0,0.0,-MbthTG6yXmDmkq5J-Df,-MbxSrjk0rfN4nf7KTVm,-MbxX9ZHV1AnIZytOW8y,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"C.R., não nos conhecemos pessoalmente, mas eu, minha mulher e minhas 4 quatro filhas estamos com você. 
Cabeça erguida sempre!",2020-11-04T22:52:26Z,0.0,0.0,0.0,-MbnRq_8-KGa0mMvxmMg,-MbqYytKCV2YaBOL0U0n,-MbvVNuOrnSpadLauKnp,estupro,0.0,0.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,3.0,5.0,"Párabens  A.A.,
No Brasil agora a mulher inventa uma mentira e todos têm que acreditar só pq se trata de uma mulher.",2020-11-04T16:13:28Z,1.0,1.0,1.0,-MbxCmhW0vnh1JpZLxLr,-MbxjBbcl95XlU7XFkkn,-MbzyjM1YryKwXhrWC41,mariana_ferrer,1.0,1.0,1.0,Youtube,1
5.0,-1.0,-1.0,5.0,2.0,5.0,TioMGTOW leve este podcast para o Spotify e outros meios.,2020-08-24T21:14:04Z,1.0,0.0,0.0,-MbqPzs-0OhU-hwH7I6C,-MbsOc6GH6ushEOj1Uth,-MbwOjavBxxAIu4GQraF,todo_dia_podcast_mgtow,1.0,0.0,0.0,Youtube,0
3.0,-1.0,5.0,5.0,5.0,5.0,C.R. você já foi estuprado?!,2020-11-04T17:59:49Z,0.0,0.0,1.0,-MbnEcV6G81uYLHcCnGh,-MbqdEbbVvhNl-NWuL3B,-Mc-IvhxaKxM_al_-dpx,estupro,1.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,1.0,4.0,"Que cabeça  é  aquela na parede atrás  de você? Calma! Tô  prestando atenção no assunto, mas não  deixei de perceber 🙃😁",2020-11-05T01:31:53Z,0.0,0.0,0.0,-MbqW7ft4JXgFrYVfFh-,-Mbr0bcYjnYf-rx5euAt,-MbrlkVE8RvBwdxclcOf,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Parabéns! Bruno todos os dias estou com vc,2019-11-24T09:13:02Z,0.0,0.0,0.0,-MblWR3A3oEi2s4i1InW,-MbnRq_8-KGa0mMvxmMg,-Mbr1uX8laUNKGJaqiPk,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Parabéns, C.R.! Muito sensato e corajoso.",2020-11-04T20:07:39Z,0.0,0.0,0.0,-Mbsrc1j7l3SfPBfOD_-,-MbxCnuEiGSVBuujzw4v,-MbxqWRFgdL6bPtCLy2X,estupro,0.0,0.0,0.0,Youtube,0
5.0,4.0,5.0,4.0,5.0,5.0,"Larga mão dessa ""verba cagalhães"", como diz Bárbara, ou Paula Marisa, mulher muito baixa, jornalista de quinta categoria, não perca nem tempo em respondê-la.",2020-11-04T22:20:49Z,1.0,1.0,1.0,-MbqLVY6Btn57hIG9Sc4,-MbqsCW-wO5sxRDQKD2r,-Mbv0NpooFIP0_pr22pn,estupro,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,4.0,5.0,A Jovem Pan acabou de enterrar o programa três em um.,2020-11-04T22:52:59Z,0.0,0.0,0.0,-Mbs0iRL3l43vszILp25,-MbsWC0vHjUsEAefWuPI,-MbvDvPh-xtusRWrK9D1,estupro,0.0,0.0,0.0,Youtube,0
1.0,5.0,-1.0,2.0,5.0,5.0,"Esse aí não vai aprender nunca! 
DeleGado demais! Logo vai está com outra Boderline.",2020-08-30T07:36:17Z,0.0,1.0,0.0,-MbmAYexIbn8CYtJrS3M,-MbxmvLsr5hMKTIRTKZF,-Mby7JdPNhEjljr2ZPBC,todo_dia_podcast_mgtow,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,2.0,1.0,5.0,3.0,Tem que chamar o André do Sentinela pra conversar com o Daniel kkkkk,2020-12-15T12:07:22Z,0.0,0.0,0.0,-Mbq3ZCpWJjTkT_-YsRk,-MbrqOzApY1vadTri7po,-MbsDGP8LF2HBNy_X9R5,todo_dia_podcast_mgtow,0.0,0.0,1.0,Youtube,0
-1.0,2.0,-1.0,2.0,2.0,2.0,0:58 Ele é uma pessoa sem intuição manipulável quer falar isso então fala pq fica feio é,2018-12-19T14:13:29Z,0.0,0.0,0.0,-MbmGJLmVxdWG-BotAkd,-MbqcD4ci2tgbFw7PHdN,-MbqoxoPiuvsFgSwjDZN,mansplaining,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,5.0,4.0,1.0,3.0,INCEL = mangina frustrado e chorão,2020-09-26T04:12:11Z,0.0,0.0,0.0,-MbnBaGHqzS2uoTDySPa,-MbqYytKCV2YaBOL0U0n,-MbrOtpTLDyCIXXqMS8s,todo_dia_podcast_mgtow,0.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,3.0,Sabrina da show manooo,2018-12-29T01:39:50Z,0.0,0.0,0.0,-MbpyZ44IRflCQOD1h0G,-Mbsb3mhiSjjiYsG0REW,-MbxCzO_1ftJ-VJJcgJv,misoginia,0.0,0.0,0.0,Youtube,0
-1.0,5.0,4.0,4.0,4.0,3.0,Chama o playtool,2018-05-18T23:03:06Z,0.0,1.0,1.0,-Mbr0bcYjnYf-rx5euAt,-MbxUYnIbIQcd-YsJZou,-MbxX9ZHV1AnIZytOW8y,social arts,0.0,1.0,1.0,Youtube,0
-1.0,4.0,5.0,4.0,2.0,4.0,Criminoso esse Intercept,2020-12-15T15:56:46Z,0.0,0.0,0.0,-MbqDiVyGQ0Dm8o76g4g,-MbqFQINR5epWplcJrfU,-Mbr6uxRPHJP1-Qj70v9,estupro,0.0,1.0,1.0,Youtube,0
4.0,-1.0,5.0,4.0,5.0,5.0,Mulher chata,2020-11-11T05:06:28Z,0.0,0.0,1.0,-Mbr6_n4Lioh6b1xmXgr,-Mbw8IDTfV5JIuI55yXN,-Mbww-hmr5zDEO9Paasj,mariana_ferrer,1.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,3.0,4.0,5.0,Oi clg 🙏🙏👏👏💞💞💓💕💗💖👍👆👆💟💯,2020-07-11T02:19:09Z,0.0,0.0,0.0,-MbxUAktPHOvanZLgccl,-MbxZSdP0MH4BGLg_C3P,-MbxqWRFgdL6bPtCLy2X,social arts,0.0,0.0,0.0,Youtube,0
-1.0,5.0,5.0,5.0,5.0,5.0,"Fraqueza de espírito= pessoas com argumentos melhores que os meus
Realmente, deu já kkkk n vou ficar até o final. Esse cara tem probleminha.",2020-08-25T05:15:22Z,0.0,0.0,1.0,-MbpxGPiip0WCKKay75Y,-Mbv2ckLBnwFem-WJcMT,-MbxML9nYw-h0HoMYeyp,todo_dia_podcast_mgtow,0.0,1.0,1.0,Youtube,0
5.0,3.0,5.0,5.0,5.0,5.0,O melhor jeito de chegar em uma mulher é dirigindo um SUV.,2019-12-08T12:36:51Z,1.0,1.0,1.0,-MbnXUbNd-VJd4tmxCni,-MbqfGyN4rSFxVHQ4Qc6,-MbxEK6rrQDbMc6CRehz,social arts,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,4.0,5.0,"Sabias palavras dele gado, a próxima vc ensina ela a atirar melhor, pra ela ñ errar o local certeiro",2020-09-07T05:04:47Z,0.0,0.0,0.0,-Mbzk56xi6TP1IYzrA3T,-Mc-SEEZQx0E0olwCQ30,-Mc-TQfO8-76p-icY3kv,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Parabéns doutor Paulo, muito centrado e coerente, me inspiro em você!",2020-09-14T16:14:00Z,0.0,0.0,0.0,-MbxDIMf9wNciFSr-vcM,-MbxsQARWfPov-Gam2h0,-MbxwBgMi0dihk4988j4,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
5.0,-1.0,-1.0,5.0,5.0,1.0,"Queria sucesso, errou feio....
O advogado, foi inconsequente no vocabulário.....mas a mulher, ....",2020-11-09T15:53:48Z,1.0,0.0,0.0,-MbsQfpsyEqgeiRq-5nN,-Mbw8IDTfV5JIuI55yXN,-MbxDAuKOgpRolJ2nPTp,mariana_ferrer,1.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,2.0,3.0,5.0,Só digo uma coisa: o cara é foda patroa !,2020-08-25T01:25:29Z,0.0,0.0,0.0,-MbmGJLmVxdWG-BotAkd,-MbpxGPiip0WCKKay75Y,-Mbs_9J6Dqx7BHwOUi9G,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,5.0,3.0,5.0,5.0,Vergonha da Intercept nesta matéria tendenciosa. Lamentável!!!!,2020-11-06T16:06:10Z,0.0,0.0,0.0,-MbxD1p0Uvl99-QV-AQW,-MbxgsilRnLEaTaV6SxD,-MbyU_9ICC9S4SAhYu6g,estupro,0.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,1.0,1.0,3.0,A Re' era ela? Inversao de valores! Absurdo.!!!,2020-11-05T08:05:52Z,0.0,0.0,0.0,-MbqItBDofq6noFw-SeT,-MbqcD4ci2tgbFw7PHdN,-MbuWN16Q2YYaMqmiT1o,mariana_ferrer,0.0,0.0,0.0,Youtube,0
3.0,4.0,-1.0,4.0,3.0,3.0,"Eu não aceito traição ! Nem de mensagens de um whatsapp. Homem precisa  ser muito um merda pra aceitar isso. Mulher não trai em baladas ou festas , elas traiem com caras de mercado , feira , padaria , academia e em lugares menos óbvios",2020-04-03T23:25:00Z,1.0,1.0,0.0,-MbsMU6TRJdrR5dV2RWc,-MbvHmh93AGhmpw2J54j,-MbxDWSs3XNExCz9qilo,social arts,1.0,1.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,5.0,5.0,É falta do menserectus para ela ser feliz.,2018-12-22T23:04:29Z,1.0,1.0,1.0,-MbqEgbOcxDww8UtZwJm,-MbqQtXIselC0XsoDZn7,-MbwOjavBxxAIu4GQraF,mansplaining,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,5.0,5.0,Mano tô com vc .vc falou sua opinião deu sua ideia o povo brasileiro tá doído não liga não! Ninguém sabe os outos todo ela pode tá errada também etc ! V e maior Tmj fica firme mano abraço,2020-11-05T03:48:47Z,0.0,0.0,0.0,-MbnJHSi7fM29llj3S02,-MbpxGPiip0WCKKay75Y,-Mbww-hmr5zDEO9Paasj,estupro,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,1.0,5.0,5.0,ATACAR QUEM NÃO PODE REVIDAR A ALTURA SEMPRE SE CHAMARÁ COVARDIA PROFESSOR 👍,2020-09-09T12:47:37Z,0.0,0.0,0.0,-MbxDKG_hXdmgZupeEI5,-MbxdKbOoTDklBFxQTz3,-MbxpeKlWfsoFtWZZ-hH,misoginia,0.0,0.0,0.0,Youtube,0
-1.0,4.0,5.0,3.0,4.0,5.0,"Faça um podcast com o Bob Navarro fundador da Escola de Lucifer, aborda esses assuntos delicados com maestria e clareza.",2020-12-25T22:37:13Z,0.0,0.0,1.0,-MbrRqNSTJZnWH6WA0ue,-MbsMs3I1cFEAwYrmnSN,-MbxML9nYw-h0HoMYeyp,todo_dia_podcast_mgtow,0.0,1.0,1.0,Youtube,0
3.0,5.0,1.0,5.0,5.0,2.0,"os homens tem fazer o que fizeram simmmm, diante de uma idiota hipocrita como a mérdera",2018-12-20T12:08:34Z,1.0,1.0,0.0,-Mbm3Wzu2Ar9b0o6YDjX,-Mbq3ZCpWJjTkT_-YsRk,-MbqoxoPiuvsFgSwjDZN,mansplaining,1.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,4.0,1.0,1.0,"O paulo B. ñ é redpill, blue..  ele é um homem adulto 😂",2020-08-26T23:58:56Z,0.0,0.0,0.0,-MbpyZ44IRflCQOD1h0G,-Mbv7Emx6I7w3FnSbEuw,-MbxD8Skb8CYuJOwMH6V,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,4.0,3.0,5.0,99% correto 😎😎😎😎😎,2020-08-26T16:52:21Z,0.0,0.0,0.0,-MbmAYexIbn8CYtJrS3M,-MbqEXm36VhodMJFWW_w,-MbqpLQSXBLA61m0tNsr,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,5.0,"Continua lindo lindo lindo 
Esse cara sou eu",2020-10-12T18:48:53Z,0.0,0.0,0.0,-Mbm3Wzu2Ar9b0o6YDjX,-Mbst84pGYirW8yWu0vn,-MbxEpRUoVTfnEKDRbc-,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,2.0,5.0,Nesse caso a kéfera errou e ponto final.,2018-12-18T02:35:52Z,0.0,0.0,0.0,-MbrsELB0I55Vvy7o5Rr,-Mbv7Emx6I7w3FnSbEuw,-MbxCpP1KXZaNjwQWPJ5,mansplaining,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,O que aconteceu com o final dessa live Bruno ?,2021-01-11T04:01:33Z,0.0,0.0,0.0,-MbqZjI3UWwChBjZCt2R,-Mbqw8qjbWOJ74jVtBtM,-MbxEK6rrQDbMc6CRehz,social arts,0.0,0.0,0.0,Youtube,0
5.0,4.0,-1.0,5.0,4.0,4.0,Jovem Pan foi covarde,2020-11-04T22:48:53Z,0.0,0.0,0.0,-MbqGvF3naee28cbR2GA,-Mbv3HURwZa0YaotV6UZ,-MbvZtUs4VfT0vZjFolV,estupro,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,5.0,5.0,3.0,5.0,"Sem chance. É isso tem que ficar claro. Eu sou casado e tenho um menino, e se acontecesse uma traição, nem que tivesse 5 filhos era caixão e vela preta para o casamento. Se foda o financeiro, abraçar chapéu de ♉️ é coisa de idiota.",2020-01-12T04:14:59Z,0.0,0.0,0.0,-MbuwFq6JZVXT-jtrF-G,-MbxCr-J8h2AqDfhKWrt,-MbxEfws2T2wtVJO_l1z,social arts,0.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,3.0,Menos toxidade na Jovem Pan.,2020-11-04T20:29:15Z,0.0,0.0,0.0,-MbmNq_di9d6kb_jUEXb,-MbsXrR9fWP9g6N50J3O,-MbxCmw_QmeIonluDxqK,estupro,0.0,0.0,0.0,Youtube,0
-1.0,4.0,-1.0,4.0,5.0,5.0,MARCELO TÁ NO SPA 🛁🚿🧴🧽 ???? CADÊ A MINUTAGEM???,2020-11-04T00:05:13Z,0.0,0.0,0.0,-Mbqw8qjbWOJ74jVtBtM,-MbxjuFOSt-nHu0RAMVe,-Mbzk56xi6TP1IYzrA3T,mariana_ferrer,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Otimo e realista conteudo bruno !!!,2020-08-28T02:31:17Z,0.0,0.0,0.0,-MbuaU2ZLXq3duWReTEa,-MbxQNt9gi71D85jH_Oa,-MbxpWLZZlw_ZmBx1wPF,social arts,0.0,0.0,0.0,Youtube,0
5.0,3.0,-1.0,5.0,4.0,5.0,É preferível ser incel do que esquerdomacho feministo.,2020-09-23T22:08:35Z,1.0,1.0,0.0,-MbqYPmBuVYVFW_6J6PT,-MbqzN2kWmABtpnSqdGY,-MbvJxPrntYSIg5Nou54,todo_dia_podcast_mgtow,1.0,1.0,0.0,Youtube,0
2.0,-1.0,3.0,1.0,4.0,3.0,Não existe incel ateu pq o ateu pode contratar uma prostituta,2020-09-04T10:52:42Z,1.0,0.0,1.0,-MbnK3Ms5RiB8GU6aX8v,-MbxD7ao9p6e0LZPGV0w,-MbxPhwO1bL7z7oJezrK,todo_dia_podcast_mgtow,1.0,0.0,1.0,Youtube,0
5.0,-1.0,-1.0,5.0,5.0,2.0,concorco com vc C.R.!!,2020-11-05T02:46:09Z,0.0,0.0,0.0,-MbrRqNSTJZnWH6WA0ue,-MbvglwFD4lFv_4DrOh7,-Mc-Gy6l7mTBVYZdVx8g,estupro,1.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,2.0,1.0,1.0,Alta Live Gramei (de Maputo-Moçambique 🇲🇿),2021-01-04T17:28:25Z,0.0,0.0,0.0,-MbqcNvi_GVTe_CngkMX,-MbxTZKX4pJJ_c4RjZFB,-MbyD3PdRCyjxvcTqWuV,social arts,0.0,0.0,0.0,Youtube,0
-1.0,1.0,3.0,1.0,1.0,2.0,"Verinha, velhinha, caganhaes.",2020-11-05T19:27:46Z,0.0,1.0,0.0,-MbqEafgFU-G5c5Nz-z4,-MbsOc6GH6ushEOj1Uth,-MbxQNt9gi71D85jH_Oa,estupro,0.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,4.0,Seria muito legal um vídeo do Kogos mostrando os livros que ele tem aí atrás,2020-11-05T02:00:33Z,0.0,0.0,0.0,-Mbq_mtHCLebTFcNOAtk,-MbqtobFTVtNgfoBWQqE,-Mc-49bkYmQ9_tkbcoR9,mariana_ferrer,0.0,0.0,0.0,Youtube,0
5.0,-1.0,-1.0,5.0,5.0,5.0,"A pior cena que eu vi na minha vida, sem argumento nenhum essa kefera, ele so relatou uma situação. Agora mulher não pode mais falar com homem?",2018-12-22T21:51:07Z,1.0,0.0,0.0,-MbnRq_8-KGa0mMvxmMg,-Mbwf6YjMHV51VivG3ki,-MbxHzSwJv6X_H0G_vOX,mansplaining,1.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,3.0,5.0,5.0,Deram muito IBOPE para a garota!,2018-12-18T00:19:34Z,0.0,0.0,0.0,-MbqZjI3UWwChBjZCt2R,-MbwVKyQu7-Bn9nXZp1S,-MbxGWjU1M1ieXKUkF_T,mansplaining,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,1.0,3.0,3.0,54:20 gadooooo,2020-08-25T15:37:22Z,0.0,0.0,0.0,-MbprU4lAWGRcOEayoDT,-MbskX4s78Ng09peRBYN,-MbxDWSs3XNExCz9qilo,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,2.0,5.0,5.0,"0:27
chat-girls18.online",2021-01-11T01:55:12Z,0.0,0.0,0.0,-MbxICCMKd6ig-4MT0-9,-MbxGWjU1M1ieXKUkF_T,-MbzuxbGwTzSedGyLp3F,social arts,0.0,0.0,0.0,Youtube,0
1.0,3.0,4.0,1.0,3.0,4.0,Tem vontade de ser igual ao tirado pode seguir lambendo seu saco,2020-11-04T19:18:41Z,0.0,1.0,0.0,-MbxpeKlWfsoFtWZZ-hH,-Mbz_hU7vNOrQI9fNqSz,-MbzuxbGwTzSedGyLp3F,estupro,1.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,5.0,"Parece uma boa idéia kkkk pegar um assassina, pq não?",2020-06-22T19:36:37Z,0.0,0.0,0.0,-MblWR3A3oEi2s4i1InW,-MbqDK1gWC5iKHa3elhJ,-Mbs_9J6Dqx7BHwOUi9G,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Moacyr 53 anos Guadalupe Rio de janeiro,2020-08-10T00:41:37Z,0.0,0.0,0.0,-MblWwOVnnvF6eAhsQd1,-Mbv7Eh5JnWbOqkhbyoX,-MbxDMH_X7-fr1c-zQCP,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,2.0,3.0,5.0,"O Paulo não tava muito afim de dar essa entrevista, mas o wiltão tbm perguntou coisas que o cara já respondeu 500 vezes e não explicou direito os “redpilados” tentando “mandar a real”.",2020-08-27T02:20:57Z,0.0,0.0,0.0,-MbmJ1Ftx5KTfPIb_WEC,-MbxCmMb8CUAdoS2Q_3w,-MbxZSdP0MH4BGLg_C3P,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,2.0,5.0,5.0,"Culpando a VÍTIMA, sério???!?!? A mãe da menina falou coisas que vc não gostou, aí vc vai e leva uma outra menina que se doeu também pra fazer entrevista. Mas não quer dizer que a Mari não foi vítima. Poxa A.A., vc é tão inteligente mulher :( :( dando ibope pra isso",2020-11-04T02:30:01Z,0.0,0.0,0.0,-MblUxBdpIsRNmBAoqu1,-MbuUwIgYHfPLHweTEA0,-MbxCpLCV0T1V7o0TS8U,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,1.0,sou seu fã  cara,2020-08-07T04:54:17Z,0.0,0.0,0.0,-MbpxGPiip0WCKKay75Y,-MbqI74zmyftBbCJXEGL,-MbxEPpE9G3yurEWRqa6,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,3.0,4.0,saudaçao de portugal ...aqui na europa já era ......,2020-01-27T07:42:50Z,0.0,0.0,0.0,-Mbr7mP6pG2zI8XxsbRx,-MbrRqNSTJZnWH6WA0ue,-MbxlinAen6-LnZSNxob,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,5.0,5.0,5.0,5.0,5.0,madaleine feminista  .  vai tomar no rabo,2018-12-29T13:56:06Z,0.0,1.0,1.0,-MbxCpP1KXZaNjwQWPJ5,-Mc-A6HAii__JnTbfS87,-Mc-HxhWmKaSPp6wGGkZ,mansplaining,0.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,3.0,4.0,5.0,E difícil confiar de novo,2020-10-05T21:51:13Z,0.0,0.0,0.0,-MblUVsW0OqxJiHBk887,-MbqPzTG5qwApoY5Bsju,-MbrXeGPm84uPDqKwzsp,social arts,0.0,0.0,0.0,Youtube,0
-1.0,3.0,-1.0,5.0,4.0,5.0,Tá desempregado ;-),2020-11-04T21:06:15Z,0.0,0.0,0.0,-MbsWC0vHjUsEAefWuPI,-MbtBeBpq2VD1GIwsVb1,-Mbtic3jdwXfqiqEElae,estupro,0.0,1.0,0.0,Youtube,0
3.0,5.0,5.0,3.0,5.0,5.0,"Vcs não acham que nós esperando a mulher exceção acabamos tão insuportáveis como aquelas mulheres que só querem os shad top, rico, mais toda aquela lista infindável de características que elas exigem??

Tem um diálogo de um filme que tem 2 policiais conversando.. um americano que fica choramingando por causa de mulher e o mexicano fala:
“Cara, isso é frescura de vcs, lá no México agente acha uma vadia que goste da gente e não queira dar pra nenhum amigo nosso, faz um filho nela, casa com ela e era isso”

Será que Seguir essa filosofia do mexicano não seria melhor pra nós?",2020-10-16T06:38:42Z,1.0,1.0,1.0,-MbpxGPiip0WCKKay75Y,-MbqEgbOcxDww8UtZwJm,-MbwOjavBxxAIu4GQraF,todo_dia_podcast_mgtow,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,5.0,3.0,Ansiosa  por seu comentário e que grande dia!!!,2020-11-05T00:34:05Z,0.0,0.0,0.0,-MbqfWFCIlty9I7Faa1I,-Mbv2ckLBnwFem-WJcMT,-MbxkANcYZ2SpNeJ6I1H,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,4.0,4.0,4.0,4.0,2.0,A A.A. está passando vergonha!!,2020-11-04T16:55:07Z,0.0,0.0,0.0,-MbnLgqFM-U0jHBFXYlg,-MbqEafgFU-G5c5Nz-z4,-MbvxyI02rfBRhEtaLN6,mariana_ferrer,0.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,2.0,"uma coisa é fato, essa história esta BEM estranha!!!",2020-11-04T12:54:46Z,0.0,0.0,0.0,-MbnRq_8-KGa0mMvxmMg,-MbrkeiYQyvjcjDTaCYh,-MbrsZBCkFFDmuQ3XhIV,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,4.0,5.0,1.0,Eu usei minoxidil kirkland 6 meses minha Barba cresceu muito faço desenhos top nela   as mina gosta muito,2020-11-11T01:55:51Z,0.0,0.0,0.0,-MbqEhLQ5DHE4JKVnSYz,-MbuwFq6JZVXT-jtrF-G,-MbxDKG_hXdmgZupeEI5,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Bruno, parabéns pelo excelente conteúdo...",2021-01-10T11:06:11Z,0.0,0.0,0.0,-Mblcn8t8sCglqHHjOGW,-MbuUwIgYHfPLHweTEA0,-Mbv2v95p4Xc8V7x2nbC,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,4.0,4.0,5.0,"A.A. do céu... pq  vc fica comprando estes casos?
O que vc ganha?
Ninguém vai te agradecer...
P que faz isso?
E vc tem q deixar seu entrevistado falar, senão p q trazê-las?
Mulher?!!",2020-11-07T17:37:36Z,0.0,0.0,0.0,-MbqA9QzOtNQ2tsMMwV6,-Mc-HxhWmKaSPp6wGGkZ,-Mc-IvhxaKxM_al_-dpx,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Sacanagem que estão fazendo com vc.,2020-11-06T19:25:58Z,0.0,0.0,0.0,-MbxlinAen6-LnZSNxob,-Mbxyptz-fpbOLSWy4i5,-MbzwS_o-uV4Sgz9RRis,estupro,0.0,0.0,0.0,Youtube,0
5.0,-1.0,4.0,5.0,2.0,3.0,Kefera chapa no boldo.,2018-12-17T22:57:25Z,1.0,0.0,1.0,-MbxDl6R8PywDCZVVT3Q,-MbxtbEsECKdYCPiwuzL,-Mc-5wSIAmvjWITpXWM1,mansplaining,1.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,3.0,5.0,1.0,Muito gado d+ 🤣🤣🤣,2020-08-25T12:40:15Z,0.0,0.0,0.0,-MbqJgeae6gGxA3nLXz_,-MbvWIQe7v771uldu1bY,-MbvZtUs4VfT0vZjFolV,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,3.0,-1.0,5.0,5.0,4.0,Isso mesmo e honra ? Onde fica ? Traição da coisa de gente sem Deus sem amor a vc gente mesquinha sai fora Man trai por que a pessoa quer,2020-04-06T00:18:56Z,0.0,1.0,0.0,-MbqJLb4Hete8C1G-Kmj,-Mbv7Emx6I7w3FnSbEuw,-MbxR2jF_ZAC0VRKQZRK,social arts,0.0,1.0,0.0,Youtube,0
